menu_item_id,restaurant_id,item_name,category,is_veg,price
MENU15289_0958,REST15289,Chicken Burger,Burgers,N,176.87
MENU15617_1628,REST15617,Cold Coffee,Beverages,Y,142.15
MENU15207_5792,REST15207,Plain Dosa,Dosa,Y,134.82
MENU15207_6399,REST15207,Egg Fried Rice,Rice,N,162.89
MENU01696_0916,REST01696,Chicken Burger,Burgers,N,147.31
MENU14773_4228,REST14773,Gobi Manchurian,Starters,Y,209
MENU14773_0846,REST14773,Sweet Lassi,Beverages,N,86.09
MENU14773_3626,REST14773,Chicken 65,Starters,N,129.58
MENU14773_4515,REST14773,Veg Biryani,Biryani,Y,230.99
MENU09335_4660,REST09335,Veg Cutlet,Starters,Y,168.94
MENU09335_2092,REST09335,Paneer Tikka,Starters,Y,228.6
MENU09335_7206,REST09335,Chicken Fried Rice,Fried Rice,N,243.02
MENU09335_5003,REST09335,Chicken Hakka Noodles,Noodles,N,228.82
MENU08536_2068,REST08536,Mysore Masala Dosa,Dosa,Y,144.01
MENU08536_4412,REST08536,Chicken Puff,Snacks,N,105.73
MENU00234_2311,REST00234,Sweet Lassi,Beverages,N,95.13
MENU12114_1291,REST12114,Sweet Lassi,Beverages,Y,97.06
MENU12114_8567,REST12114,Brownie with Ice Cream,Desserts,N,181.13
MENU12114_1078,REST12114,Cold Coffee,Beverages,Y,144.18
MENU01931_3922,REST01931,Schezwan Fried Rice,Fried Rice,Y,195.49
MENU13684_9151,REST13684,Lemon Rice,Rice,Y,145.45
MENU13925_3704,REST13925,Fresh Orange Juice,Juices,N,120.36
MENU01765_4945,REST01765,Masala Chai,Beverages,Y,107.52
MENU01765_5994,REST01765,Masala Chai,Beverages,Y,128.22
MENU01765_9785,REST01765,Brownie with Ice Cream,Desserts,Y,187.14
MENU11047_3912,REST11047,Brownie with Ice Cream,Desserts,Y,171
MENU11047_4522,REST11047,Fresh Lime Soda,Beverages,Y,101.62
MENU15708_9983,REST15708,Vada,Snacks,Y,129.2
MENU15708_4732,REST15708,Idli Sambar,Idli,Y,70.37
MENU15708_3397,REST15708,Mysore Masala Dosa,Dosa,Y,126.25
MENU15708_7991,REST15708,Vada,Snacks,Y,137.15
MENU15708_8743,REST15708,Vada,Snacks,Y,79.45
MENU01627_6845,REST01627,Veg Fried Rice,Fried Rice,Y,196.23
MENU07188_9834,REST07188,Veg Cutlet,Starters,Y,203.25
MENU07188_2858,REST07188,Veg Biryani,Biryani,Y,263.67
MENU07188_4151,REST07188,Sweet Lassi,Beverages,N,124.27
MENU03932_3251,REST03932,Schezwan Fried Rice,Fried Rice,Y,152.64
MENU03932_1589,REST03932,Fish Fry,Starters,N,133.97
MENU03932_2627,REST03932,Veg Fried Rice,Fried Rice,Y,197.93
MENU11261_2665,REST11261,Curd Rice,Rice,Y,154.48
MENU11261_6388,REST11261,Idli Sambar,Idli,Y,91.75
MENU11261_5090,REST11261,Bonda,Snacks,Y,114.12
MENU14408_9470,REST14408,Veg Cutlet,Starters,Y,158.53
MENU14408_5636,REST14408,Sweet Lassi,Beverages,N,90.52
MENU14408_0753,REST14408,Cold Coffee,Beverages,Y,125.92
MENU02744_2700,REST02744,Gobi Manchurian,Starters,Y,169.73
MENU04195_4307,REST04195,Veg Cutlet,Starters,Y,219.4
MENU00341_3504,REST00341,Chicken Biryani,Biryani,N,317.4
MENU00341_3315,REST00341,Chicken Tikka,Starters,N,220
MENU00488_5165,REST00488,Dal Tadka,Curries,Y,243.3
MENU00488_1578,REST00488,Kadai Paneer,Curries,Y,186.02
MENU00488_1099,REST00488,Chole Masala,Curries,Y,227.2
MENU13448_7230,REST13448,Veg Biryani,Biryani,Y,318.1
MENU13448_3916,REST13448,Sweet Lassi,Beverages,N,78.79
MENU04267_2558,REST04267,Butter Naan,Breads,Y,26.4
MENU13279_0471,REST13279,Garlic Naan,Breads,Y,51.02
MENU19787_5943,REST19787,Sweet Lassi,Beverages,N,134.21
MENU19787_2785,REST19787,Fresh Lime Soda,Beverages,Y,169.19
MENU01206_1643,REST01206,Egg Noodles,Noodles,N,241.44
MENU01206_5117,REST01206,Veg Cutlet,Starters,Y,204.34
MENU00655_1964,REST00655,Chicken Kathi Roll,Wraps,N,185.56
MENU00655_6147,REST00655,Peri-Peri Fries,Fries,Y,120.25
MENU00655_4003,REST00655,Paneer Burger,Burgers,Y,178.94
MENU15489_8670,REST15489,Fresh Lime Soda,Beverages,Y,84.68
MENU15489_2378,REST15489,Cheesy Dip,Sides,Y,106.64
MENU07298_8830,REST07298,Egg Roll,Wraps,N,125.61
MENU07298_8233,REST07298,Chicken Burger,Burgers,N,185.04
MENU08940_0517,REST08940,Mutton Rogan Josh,Curries,N,272.32
MENU08940_2403,REST08940,Paneer Tikka,Starters,Y,189.32
MENU17592_4420,REST17592,Laccha Paratha,Breads,Y,40.62
MENU03377_1800,REST03377,Chicken Tikka Pizza,Pizza,N,348.95
MENU03377_1469,REST03377,Sweet Lassi,Beverages,Y,118.57
MENU15228_1780,REST15228,Veg Buddha Bowl,Bowls,Y,225.74
MENU15228_8920,REST15228,Chicken Protein Bowl,Bowls,N,213.14
MENU16384_8812,REST16384,Chicken Caesar Salad,Salads,N,169.46
MENU10562_9971,REST10562,Gobi Manchurian,Starters,Y,185.74
MENU10562_1986,REST10562,Paneer Tikka,Starters,Y,185.21
MENU08408_6133,REST08408,Rava Idli,Idli,Y,81.76
MENU04715_4982,REST04715,Fish Fry,Starters,N,159.11
MENU09707_6787,REST09707,Paneer Biryani,Biryani,Y,189.08
MENU09707_9451,REST09707,Chicken 65,Starters,N,228.92
MENU13221_0912,REST13221,Sweet Lassi,Beverages,N,135.53
MENU13221_1096,REST13221,Veg Biryani,Biryani,Y,311.25
MENU03725_8211,REST03725,Chicken Tikka Masala,Curries,N,221.78
MENU03725_5674,REST03725,Tandoori Roti,Breads,Y,53.7
MENU05770_6641,REST05770,Sweet Lassi,Beverages,Y,66.7
MENU05770_4827,REST05770,Sweet Lassi,Beverages,N,120.9
MENU10243_1285,REST10243,Sweet Lassi,Beverages,Y,137.76
MENU10243_5237,REST10243,Sweet Lassi,Beverages,Y,98.11
MENU02485_7662,REST02485,Veg Cutlet,Starters,Y,219.2
MENU02485_1743,REST02485,Veg Biryani,Biryani,Y,215.92
MENU19711_8847,REST19711,Butter Naan,Breads,N,46.03
MENU19711_4018,REST19711,Tandoori Roti,Breads,Y,38.26
MENU19711_4194,REST19711,Dal Tadka,Curries,Y,152.05
MENU07174_4426,REST07174,Egg Fried Rice,Fried Rice,N,229.14
MENU07174_4945,REST07174,Veg Fried Rice,Fried Rice,Y,233.31
MENU07174_2944,REST07174,Chicken Hakka Noodles,Noodles,N,217.08
MENU07174_7123,REST07174,Veg Hakka Noodles,Noodles,Y,202.78
MENU04866_2213,REST04866,Masala Chai,Beverages,Y,80.31
MENU08892_3505,REST08892,Plain Dosa,Dosa,Y,87.72
MENU08892_8939,REST08892,Idli Sambar,Idli,N,119.94
MENU08892_0725,REST08892,Bonda,Snacks,Y,127.28
MENU00142_1757,REST00142,Paneer Protein Bowl,Bowls,Y,202.6
MENU00142_6293,REST00142,Chicken Protein Bowl,Bowls,N,285.68
MENU07961_0426,REST07961,Gobi Manchurian,Starters,Y,208.67
MENU07961_6887,REST07961,Egg Fried Rice,Fried Rice,N,161.84
MENU07961_5928,REST07961,Veg Cutlet,Starters,Y,233.34
MENU16407_5166,REST16407,Chicken Tikka Masala,Curries,N,259.59
MENU16407_6641,REST16407,Gobi Manchurian,Starters,Y,215.59
MENU17061_8042,REST17061,Brownie with Ice Cream,Desserts,N,85.45
MENU17061_4227,REST17061,Sweet Lassi,Beverages,N,82.31
MENU17061_4106,REST17061,Rasmalai,Desserts,Y,145.71
MENU17061_0472,REST17061,Gulab Jamun,Desserts,Y,153.39
MENU13751_9097,REST13751,Watermelon Juice,Juices,Y,90.65
MENU19769_6948,REST19769,Fresh Lime Soda,Beverages,Y,161.63
MENU19769_4348,REST19769,Chicken Burger,Burgers,N,127.28
MENU19769_9926,REST19769,Chicken Burger,Burgers,N,149.07
MENU11694_2933,REST11694,Chicken Biryani,Biryani,N,298.02
MENU04215_4043,REST04215,Paneer Biryani,Biryani,Y,294.88
MENU11086_3618,REST11086,Cheesy Dip,Sides,Y,118.98
MENU03703_7683,REST03703,Egg Noodles,Noodles,N,190.04
MENU03703_6517,REST03703,Chicken Hakka Noodles,Noodles,N,254.7
MENU03703_9674,REST03703,Schezwan Veg Noodles,Noodles,Y,165.73
MENU17863_8148,REST17863,Paneer Tikka Pizza,Pizza,Y,232.19
MENU17863_4578,REST17863,Cheesy Dip,Sides,Y,119.39
MENU17863_5326,REST17863,Pepperoni Pizza,Pizza,N,354.4
MENU09606_3005,REST09606,Cheesy Dip,Sides,Y,127.81
MENU09606_8690,REST09606,Pepperoni Pizza,Pizza,N,208.52
MENU09606_3811,REST09606,Fresh Lime Soda,Beverages,Y,88.88
MENU13407_7597,REST13407,Masala Chai,Beverages,Y,142.73
MENU13407_5511,REST13407,Cold Coffee,Beverages,Y,162.39
MENU13407_9562,REST13407,Cold Coffee,Beverages,Y,118.77
MENU07347_8704,REST07347,Fresh Lime Soda,Beverages,Y,92.56
MENU07347_1205,REST07347,Chicken Tikka Pizza,Pizza,N,347.73
MENU07347_4251,REST07347,Margherita Pizza,Pizza,Y,218.23
MENU07347_7466,REST07347,Chicken Tikka Pizza,Pizza,N,431.78
MENU08966_7887,REST08966,Egg Fried Rice,Rice,N,111.78
MENU08861_1489,REST08861,Mutton Biryani,Biryani,N,283.47
MENU14756_3700,REST14756,Schezwan Veg Noodles,Noodles,Y,155.6
MENU12429_2060,REST12429,Egg Fried Rice,Fried Rice,N,155.98
MENU16687_4372,REST16687,Fresh Lime Soda,Beverages,Y,104.24
MENU16687_3949,REST16687,Cold Coffee,Beverages,Y,81.9
MENU07309_9008,REST07309,Dal Tadka,Curries,Y,228.37
MENU07309_5545,REST07309,Chole Masala,Curries,Y,274.63
MENU07309_3717,REST07309,Butter Naan,Breads,Y,34.84
MENU07309_1189,REST07309,Butter Naan,Breads,N,73.11
MENU05482_3375,REST05482,Veg Fried Rice,Fried Rice,Y,193.77
MENU05482_4578,REST05482,Veg Fried Rice,Fried Rice,Y,160.03
MENU05482_5196,REST05482,Paneer Tikka,Starters,Y,173.45
MENU17039_3142,REST17039,Paneer Kathi Roll,Wraps,Y,144.86
MENU17039_3703,REST17039,Paneer Kathi Roll,Wraps,Y,138.38
MENU00677_8830,REST00677,Egg Biryani,Biryani,N,282.09
MENU07971_9759,REST07971,Veg Cutlet,Starters,Y,179.96
MENU07971_0715,REST07971,Schezwan Fried Rice,Fried Rice,Y,158.23
MENU11012_9050,REST11012,Chicken Protein Bowl,Bowls,N,298.81
MENU11012_3323,REST11012,Veg Caesar Salad,Salads,Y,171.06
MENU11012_8935,REST11012,Chicken Protein Bowl,Bowls,N,262.47
MENU11012_5018,REST11012,Chicken Caesar Salad,Salads,N,185.39
MENU11012_7735,REST11012,Chicken Protein Bowl,Bowls,N,236.26
MENU03713_5463,REST03713,Butter Naan,Breads,Y,37.27
MENU03459_5722,REST03459,Chicken Fried Rice,Fried Rice,N,140.98
MENU03459_7606,REST03459,Veg Hakka Noodles,Noodles,Y,216.25
MENU03459_4311,REST03459,Veg Fried Rice,Fried Rice,Y,222.97
MENU03459_5994,REST03459,Egg Noodles,Noodles,N,208.38
MENU04583_6049,REST04583,Schezwan Fried Rice,Fried Rice,Y,131.87
MENU02552_7544,REST02552,Mysore Masala Dosa,Dosa,Y,154.51
MENU08193_0942,REST08193,Masala Dosa,Dosa,Y,85.5
MENU08193_0209,REST08193,Masala Dosa,Dosa,Y,88.5
MENU09174_1578,REST09174,Curd Rice,Rice,Y,164.99
MENU01094_8384,REST01094,Schezwan Veg Noodles,Noodles,Y,232.44
MENU01094_6813,REST01094,Chicken Fried Rice,Fried Rice,N,150.19
MENU01094_8633,REST01094,Schezwan Fried Rice,Fried Rice,Y,167.98
MENU16553_2438,REST16553,Egg Roll,Wraps,N,211.28
MENU16553_0148,REST16553,Egg Roll,Wraps,N,194.3
MENU04855_7428,REST04855,Schezwan Veg Noodles,Noodles,Y,174.97
MENU04855_5512,REST04855,Veg Hakka Noodles,Noodles,Y,246.62
MENU04855_2418,REST04855,Chicken Hakka Noodles,Noodles,N,211.11
MENU05740_0996,REST05740,Egg Biryani,Biryani,N,232.23
MENU08198_6419,REST08198,Chicken Wings,Sides,N,179.3
MENU16020_3037,REST16020,Veg Cutlet,Starters,Y,227.98
MENU16020_1732,REST16020,Masala Chai,Beverages,Y,146.53
MENU16020_9224,REST16020,Masala Chai,Beverages,Y,97.05
MENU16020_5329,REST16020,Sweet Lassi,Beverages,N,75.09
MENU16020_6227,REST16020,Gobi Manchurian,Starters,Y,147.15
MENU04352_4054,REST04352,Chicken Hakka Noodles,Noodles,N,229.14
MENU09910_4061,REST09910,Fish Fry,Starters,N,167.89
MENU09910_9092,REST09910,Veg Cutlet,Starters,Y,228.3
MENU09910_8839,REST09910,Egg Fried Rice,Fried Rice,N,226.8
MENU09052_5671,REST09052,Chole Masala,Curries,Y,255.26
MENU09600_5480,REST09600,Gulab Jamun,Desserts,Y,102.71
MENU03597_4968,REST03597,Watermelon Juice,Juices,Y,75.88
MENU03597_6871,REST03597,Veg Buddha Bowl,Bowls,Y,298.48
MENU03597_3551,REST03597,Fresh Orange Juice,Juices,Y,98.29
MENU06022_5206,REST06022,Garlic Naan,Breads,Y,57.29
MENU19058_9428,REST19058,Mysore Masala Dosa,Dosa,Y,92.73
MENU10243_4343,REST10243,Gulab Jamun,Desserts,Y,157.18
MENU10243_8565,REST10243,Sweet Lassi,Beverages,N,122.6
MENU17634_8488,REST17634,Pepperoni Pizza,Pizza,N,341.17
MENU17634_4167,REST17634,Paneer Tikka Pizza,Pizza,Y,341.87
MENU17634_3276,REST17634,Sweet Lassi,Beverages,N,81.93
MENU17634_6060,REST17634,Chicken Wings,Sides,N,121.96
MENU13162_8661,REST13162,Fresh Orange Juice,Juices,N,137.7
MENU19660_2094,REST19660,Egg Roll,Wraps,N,125.72
MENU19660_2807,REST19660,Peri-Peri Fries,Fries,Y,145.79
MENU17064_5683,REST17064,French Fries,Fries,N,147.05
MENU17064_8049,REST17064,Fresh Lime Soda,Beverages,Y,67.7
MENU08243_5979,REST08243,Paneer Biryani,Biryani,Y,269.16
MENU08243_5775,REST08243,Veg Biryani,Biryani,Y,208.25
MENU08243_9495,REST08243,Kadai Paneer,Curries,Y,178.19
MENU08243_6678,REST08243,Chicken 65,Starters,N,147.94
MENU08243_7013,REST08243,Chicken Tikka,Starters,N,216.22
MENU13530_5338,REST13530,Idli Sambar,Idli,Y,100.21
MENU17035_2637,REST17035,Plain Dosa,Dosa,Y,86.8
MENU17035_0096,REST17035,Lemon Rice,Rice,Y,98.73
MENU17035_4307,REST17035,Rava Idli,Idli,Y,74.77
MENU17035_8926,REST17035,Bonda,Snacks,Y,69.25
MENU16269_8580,REST16269,Cold Coffee,Beverages,Y,98.12
MENU16269_6192,REST16269,Falooda,Desserts,Y,139.39
MENU18025_3706,REST18025,Chicken 65,Starters,N,236.83
MENU18025_0982,REST18025,Sweet Lassi,Beverages,N,130.55
MENU18025_8726,REST18025,Paneer Biryani,Biryani,Y,249.32
MENU06049_0017,REST06049,Bonda,Snacks,Y,72.54
MENU06049_3484,REST06049,Egg Fried Rice,Rice,N,163.8
MENU06049_7075,REST06049,Bonda,Snacks,Y,73.18
MENU01355_2312,REST01355,Paneer Tikka,Starters,Y,214.39
MENU01355_6006,REST01355,Schezwan Veg Noodles,Noodles,Y,225.52
MENU01355_4584,REST01355,Veg Hakka Noodles,Noodles,Y,163.83
MENU01355_9063,REST01355,Chicken Tikka,Starters,N,169.09
MENU05497_7713,REST05497,Paneer Tikka,Starters,Y,140.46
MENU05497_3946,REST05497,Schezwan Veg Noodles,Noodles,Y,221.91
MENU05497_9687,REST05497,Schezwan Fried Rice,Fried Rice,Y,151.53
MENU05497_2238,REST05497,Gobi Manchurian,Starters,Y,157.12
MENU15638_2583,REST15638,Sweet Lassi,Beverages,Y,65.45
MENU15638_4943,REST15638,French Fries,Fries,N,141.98
MENU18873_5228,REST18873,Chicken Biryani,Biryani,N,181.34
MENU18873_1849,REST18873,Butter Naan,Breads,Y,51.9
MENU18873_9477,REST18873,Gobi Manchurian,Starters,Y,213.06
MENU18873_0154,REST18873,Dal Tadka,Curries,Y,228.54
MENU11927_2481,REST11927,Sweet Lassi,Beverages,N,135.19
MENU11927_9344,REST11927,Paneer Kathi Roll,Wraps,Y,187.63
MENU00833_2383,REST00833,Masala Chai,Beverages,Y,104.91
MENU00833_3634,REST00833,Chicken Tikka Pizza,Pizza,N,188.54
MENU00833_1391,REST00833,Garlic Bread,Sides,Y,87.33
MENU05722_9988,REST05722,Fresh Lime Soda,Beverages,Y,108.31
MENU19847_8350,REST19847,Fresh Orange Juice,Juices,N,92.02
MENU19847_3993,REST19847,Fresh Orange Juice,Juices,N,80.21
MENU17741_0793,REST17741,Egg Noodles,Noodles,N,215.99
MENU05137_1352,REST05137,Idli Sambar,Idli,Y,66.05
MENU05137_2123,REST05137,Mysore Masala Dosa,Dosa,Y,141.8
MENU14649_4638,REST14649,Gobi Manchurian,Starters,Y,187.69
MENU18920_8190,REST18920,Vada,Snacks,Y,109.86
MENU18920_9310,REST18920,Rava Idli,Idli,Y,99.49
MENU18920_6128,REST18920,Idli Sambar,Idli,Y,82.21
MENU13516_3516,REST13516,Idli Sambar,Idli,Y,74.71
MENU13516_1129,REST13516,Bonda,Snacks,Y,79.98
MENU09803_3254,REST09803,Sweet Lassi,Beverages,N,138.56
MENU09803_4558,REST09803,Falooda,Desserts,Y,159.88
MENU09803_3861,REST09803,Brownie with Ice Cream,Desserts,N,198.1
MENU05574_0843,REST05574,Plain Dosa,Dosa,Y,154.42
MENU17979_4730,REST17979,Paneer Biryani,Biryani,Y,190.72
MENU17979_1074,REST17979,Paneer Tikka,Starters,Y,156.91
MENU17979_7854,REST17979,Chicken Tikka,Starters,N,181.95
MENU05194_4470,REST05194,Veg Biryani,Biryani,Y,212.02
MENU16776_7568,REST16776,Vada,Snacks,Y,100.68
MENU16776_5141,REST16776,Chicken Puff,Snacks,N,117.39
MENU14074_1312,REST14074,Paneer Biryani,Biryani,Y,271.78
MENU07490_1827,REST07490,Paneer Protein Bowl,Bowls,Y,174.79
MENU07490_7667,REST07490,Chicken Protein Bowl,Bowls,N,214.8
MENU15531_2266,REST15531,Sweet Lassi,Beverages,Y,108.67
