order_id,customer_id,restaurant_id,rating,review_text,review_timestamp,sentiment_score
ORD202501008410,CUST066826,REST04267,5,Loved it!,01-01-2025 14.55,1
ORD202501024004,CUST140527,REST13448,4.7,Fresh and delicious,01-01-2025 14.55,0.85
ORD202501005758,CUST101318,REST13279,4.6,Excellent service,01-01-2025 15.56,0.8
ORD202501007244,CUST160351,REST15489,4.9,Great taste!,01-01-2025 14.58,0.95
ORD202501012715,CUST058128,REST00655,4.8,Super fast delivery,01-01-2025 15.58,0.9
ORD202501000702,CUST177105,REST08940,4.7,Great taste!,01-01-2025 15.59,0.85
ORD202501006680,CUST005378,REST17592,4.9,Great taste!,01-01-2025 16.00,0.95
ORD202501002580,CUST087062,REST03377,4.5,Loved it!,01-01-2025 16.01,0.75
ORD202501011502,CUST164001,REST10562,4.6,Great taste!,01-01-2025 15.02,0.8
ORD202501022955,CUST085326,REST04715,4.6,Super fast delivery,01-01-2025 16.02,0.8
ORD202501000539,CUST000075,REST09707,4.2,Tasty but a bit late,01-01-2025 16.02,0.6
ORD202501018894,CUST015015,REST08408,4.6,Super fast delivery,01-01-2025 15.02,0.8
ORD202501016811,CUST130052,REST03725,5,Fresh and delicious,01-01-2025 15.03,1
ORD202501020256,CUST074371,REST10243,4.5,Excellent service,01-01-2025 16.04,0.75
ORD202501011017,CUST046648,REST07174,4.9,Loved it!,01-01-2025 15.05,0.95
ORD202501015561,CUST060932,REST00142,5,Excellent service,01-01-2025 15.08,1
ORD202501005605,CUST034769,REST13751,5,Great taste!,01-01-2025 16.11,1
ORD202501015959,CUST185143,REST11694,5,Fresh and delicious,01-01-2025 16.12,1
ORD202501001768,CUST033879,REST04215,4.5,Loved it!,01-01-2025 15.12,0.75
ORD202501001974,CUST172358,REST17863,4.6,Excellent service,01-01-2025 15.13,0.8
ORD202501003708,CUST054718,REST03703,3.9,Satisfied overall,01-01-2025 15.13,0.45
ORD202501003843,CUST057576,REST09606,4.2,Satisfied overall,01-01-2025 16.13,0.6
ORD202501024447,CUST122665,REST11086,5,Loved it!,01-01-2025 15.13,1
ORD202501014818,CUST169134,REST08966,5,Great taste!,01-01-2025 16.14,1
ORD202501022192,CUST014558,REST08861,4.6,Loved it!,01-01-2025 16.14,0.8
ORD202501014626,CUST092106,REST07347,4.3,Tasty but a bit late,01-01-2025 15.14,0.65
ORD202501000483,CUST041614,REST12429,5,Excellent service,01-01-2025 15.15,1
ORD202501014713,CUST064908,REST16687,4.6,Great taste!,01-01-2025 15.15,0.8
ORD202501021914,CUST155004,REST07309,5,Super fast delivery,01-01-2025 16.16,1
ORD202501009861,CUST059928,REST00677,3.7,Could be hotter,01-01-2025 16.17,0.35
ORD202501001257,CUST183068,REST17039,4.6,Loved it!,01-01-2025 16.17,0.8
ORD202501001195,CUST102604,REST03713,5,Excellent service,01-01-2025 16.18,1
ORD202501016403,CUST020077,REST09174,4.8,Fresh and delicious,01-01-2025 16.21,0.9
ORD202501015609,CUST059153,REST16553,4.8,Great taste!,01-01-2025 16.21,0.9
ORD202501004621,CUST045876,REST08193,4.8,Excellent service,01-01-2025 16.21,0.9
ORD202501022859,CUST101895,REST05740,4.3,Okay experience,01-01-2025 15.23,0.65
ORD202501007450,CUST028410,REST04855,4.7,Loved it!,01-01-2025 15.23,0.85
ORD202501011274,CUST050747,REST04352,5,Fresh and delicious,01-01-2025 16.27,1
ORD202501005785,CUST121187,REST09052,4.2,Could be hotter,01-01-2025 15.28,0.6
ORD202501009260,CUST034012,REST17634,5,Fresh and delicious,01-01-2025 15.31,1
ORD202501021040,CUST058847,REST10243,5,Loved it!,01-01-2025 15.31,1
ORD202501006755,CUST111301,REST08243,4.2,Okay experience,01-01-2025 16.32,0.6
ORD202501013092,CUST051209,REST13162,5,Great taste!,01-01-2025 16.32,1
ORD202501016778,CUST068487,REST18025,4.4,Tasty but a bit late,01-01-2025 16.34,0.7
ORD202501023639,CUST056310,REST05497,4.6,Loved it!,01-01-2025 16.35,0.8
ORD202501002838,CUST075542,REST06049,5,Super fast delivery,01-01-2025 15.35,1
ORD202501012000,CUST144131,REST00833,4.8,Excellent service,01-01-2025 15.37,0.9
ORD202501022091,CUST043330,REST17741,4.4,Okay experience,01-01-2025 16.38,0.7
ORD202501019170,CUST017172,REST05722,4.5,Loved it!,01-01-2025 16.38,0.75
ORD202501006314,CUST032354,REST14649,5,Loved it!,01-01-2025 15.41,1
ORD202501007932,CUST183286,REST05574,4.9,Great taste!,01-01-2025 15.48,0.95
ORD202501001202,CUST026510,REST17979,5,Loved it!,01-01-2025 16.49,1
ORD202501011874,CUST014813,REST04601,4.5,Loved it!,01-01-2025 15.54,0.75
ORD202501022551,CUST181041,REST04933,4.5,Super fast delivery,01-01-2025 16.56,0.75
ORD202501009099,CUST138810,REST12479,4.5,Excellent service,01-01-2025 16.56,0.75
ORD202501024112,CUST016967,REST00048,4.8,Loved it!,01-01-2025 15.56,0.9
ORD202501019554,CUST069699,REST17913,4.6,Loved it!,01-01-2025 16.57,0.8
ORD202501006540,CUST036548,REST14281,4.4,Good but can improve,01-01-2025 15.57,0.7
ORD202501012804,CUST176778,REST07768,4.5,Super fast delivery,01-01-2025 17.00,0.75
ORD202501006489,CUST102195,REST08685,4.7,Excellent service,01-01-2025 17.01,0.85
ORD202501013923,CUST170103,REST09462,4.7,Great taste!,01-01-2025 17.01,0.85
ORD202501008567,CUST104217,REST09681,5,Great taste!,01-01-2025 17.04,1
ORD202501023409,CUST190045,REST00337,4.8,Fresh and delicious,01-01-2025 17.04,0.9
ORD202501004825,CUST072739,REST03112,5,Super fast delivery,01-01-2025 16.05,1
ORD202501009797,CUST088958,REST14438,4.8,Great taste!,01-01-2025 16.05,0.9
ORD202501022207,CUST008019,REST07013,4.9,Great taste!,01-01-2025 17.07,0.95
ORD202501008555,CUST065892,REST07998,4.8,Fresh and delicious,01-01-2025 17.08,0.9
ORD202501005990,CUST002913,REST09272,4.5,Loved it!,01-01-2025 16.09,0.75
ORD202501002025,CUST178618,REST12431,4.9,Excellent service,01-01-2025 16.10,0.95
ORD202501021445,CUST064510,REST07391,4.8,Super fast delivery,01-01-2025 16.11,0.9
ORD202501009175,CUST192670,REST11536,4,Satisfied overall,01-01-2025 17.12,0.5
ORD202501018218,CUST163371,REST17443,5,Excellent service,01-01-2025 16.12,1
ORD202501015270,CUST183203,REST09137,4.4,Satisfied overall,01-01-2025 17.12,0.7
ORD202501004816,CUST017241,REST10479,4.8,Excellent service,01-01-2025 16.14,0.9
ORD202501007785,CUST037805,REST09097,4.2,Okay experience,01-01-2025 17.14,0.6
ORD202501008376,CUST192086,REST07783,5,Super fast delivery,01-01-2025 17.16,1
ORD202501006097,CUST143871,REST12024,4.5,Super fast delivery,01-01-2025 16.17,0.75
ORD202501007681,CUST158719,REST18099,4.3,Good but can improve,01-01-2025 16.18,0.65
ORD202501024267,CUST127337,REST03717,5,Super fast delivery,01-01-2025 16.21,1
ORD202501000850,CUST137402,REST11028,4.5,Fresh and delicious,01-01-2025 16.22,0.75
ORD202501001451,CUST169666,REST10651,4.3,Tasty but a bit late,01-01-2025 17.23,0.65
ORD202501003388,CUST040900,REST17995,4,Good but can improve,01-01-2025 16.24,0.5
ORD202501006934,CUST067651,REST15114,4.6,Super fast delivery,01-01-2025 17.24,0.8
ORD202501022974,CUST104749,REST13885,4.6,Fresh and delicious,01-01-2025 17.25,0.8
ORD202501010172,CUST011777,REST05055,4.6,Excellent service,01-01-2025 17.25,0.8
ORD202501013919,CUST015712,REST09698,4.4,Good but can improve,01-01-2025 16.27,0.7
ORD202501003334,CUST127494,REST07150,4.8,Excellent service,01-01-2025 16.28,0.9
ORD202501020295,CUST096408,REST15270,3.9,Could be hotter,01-01-2025 17.30,0.45
ORD202501024283,CUST199624,REST00394,4.8,Fresh and delicious,01-01-2025 17.30,0.9
ORD202501009838,CUST199928,REST17750,4.4,Tasty but a bit late,01-01-2025 17.33,0.7
ORD202501020806,CUST095117,REST14193,4.5,Loved it!,01-01-2025 16.34,0.75
ORD202501004188,CUST161517,REST16236,4.6,Great taste!,01-01-2025 16.35,0.8
ORD202501010285,CUST103173,REST18988,4.4,Tasty but a bit late,01-01-2025 17.40,0.7
ORD202501024363,CUST082273,REST10173,4.3,Satisfied overall,01-01-2025 16.40,0.65
ORD202501015798,CUST160816,REST16294,5,Fresh and delicious,01-01-2025 16.42,1
ORD202501003871,CUST195628,REST18465,4.1,Tasty but a bit late,01-01-2025 17.42,0.55
ORD202501016222,CUST194644,REST05658,4.9,Super fast delivery,01-01-2025 17.43,0.95
ORD202501014402,CUST013657,REST13476,5,Great taste!,01-01-2025 17.44,1
ORD202501001326,CUST150849,REST01193,4.1,Good but can improve,01-01-2025 16.45,0.55
ORD202501000147,CUST179731,REST06191,4.6,Great taste!,01-01-2025 16.48,0.8
ORD202501019319,CUST068992,REST18972,4.7,Super fast delivery,01-01-2025 17.48,0.85
ORD202501005791,CUST119374,REST03929,4.7,Great taste!,01-01-2025 17.49,0.85
ORD202501019570,CUST014049,REST19462,3.8,Tasty but a bit late,01-01-2025 16.50,0.4
ORD202501003995,CUST125036,REST12044,5,Fresh and delicious,01-01-2025 16.51,1
ORD202501001003,CUST118431,REST17498,4.6,Excellent service,01-01-2025 17.52,0.8
ORD202501003925,CUST090845,REST10213,4.6,Fresh and delicious,01-01-2025 16.52,0.8
ORD202501011296,CUST167983,REST06457,4.2,Could be hotter,01-01-2025 16.53,0.6
ORD202501000554,CUST170293,REST12379,4.6,Fresh and delicious,01-01-2025 17.55,0.8
ORD202501005243,CUST003790,REST09496,4.5,Great taste!,01-01-2025 17.56,0.75
ORD202501006178,CUST112148,REST12320,4.5,Excellent service,01-01-2025 17.58,0.75
ORD202501007406,CUST110007,REST13692,5,Fresh and delicious,01-01-2025 17.58,1
ORD202501005584,CUST015124,REST19528,4.4,Good but can improve,01-01-2025 22.00,0.7
ORD202501003594,CUST147155,REST11449,4,Okay experience,01-01-2025 21.01,0.5
ORD202501011261,CUST106755,REST19379,3.8,Okay experience,01-01-2025 22.01,0.4
ORD202501014248,CUST003077,REST03026,4.4,Okay experience,01-01-2025 22.02,0.7
ORD202501008473,CUST077612,REST07159,4.8,Great taste!,01-01-2025 22.02,0.9
ORD202501024639,CUST015981,REST14263,4,Satisfied overall,01-01-2025 21.03,0.5
ORD202501014882,CUST169502,REST18599,3.5,Could be hotter,01-01-2025 22.04,0.25
ORD202501002206,CUST158699,REST06179,4.7,Loved it!,01-01-2025 21.07,0.85
ORD202501018323,CUST081510,REST05939,4.6,Loved it!,01-01-2025 22.07,0.8
ORD202501001993,CUST135813,REST11393,5,Super fast delivery,01-01-2025 21.08,1
ORD202501001425,CUST039846,REST06106,4.1,Could be hotter,01-01-2025 22.08,0.55
ORD202501007260,CUST147826,REST17473,4.5,Excellent service,01-01-2025 21.10,0.75
ORD202501010282,CUST104759,REST15754,4.1,Satisfied overall,01-01-2025 22.11,0.55
ORD202501018769,CUST140215,REST05103,4.9,Great taste!,01-01-2025 21.11,0.95
ORD202501004790,CUST030251,REST05532,4.3,Good but can improve,01-01-2025 22.12,0.65
ORD202501015434,CUST131208,REST03807,4.7,Excellent service,01-01-2025 21.13,0.85
ORD202501024694,CUST042667,REST10016,5,Super fast delivery,01-01-2025 21.13,1
ORD202501004248,CUST136892,REST03107,4.8,Super fast delivery,01-01-2025 21.14,0.9
ORD202501002575,CUST029329,REST10551,4.3,Could be hotter,01-01-2025 21.14,0.65
ORD202501009603,CUST073911,REST19940,4.3,Good but can improve,01-01-2025 22.14,0.65
ORD202501014701,CUST081812,REST13588,4.3,Tasty but a bit late,01-01-2025 21.15,0.65
ORD202501004119,CUST010626,REST05152,4.9,Great taste!,01-01-2025 21.15,0.95
ORD202501003894,CUST127783,REST13110,4.5,Fresh and delicious,01-01-2025 21.15,0.75
ORD202501018538,CUST071585,REST14542,4.2,Satisfied overall,01-01-2025 21.17,0.6
ORD202501015232,CUST043244,REST19015,4.5,Loved it!,01-01-2025 21.17,0.75
ORD202501015694,CUST178310,REST14393,4.4,Could be hotter,01-01-2025 22.18,0.7
ORD202501007215,CUST047717,REST18646,4.8,Fresh and delicious,01-01-2025 22.18,0.9
ORD202501022778,CUST033225,REST06392,4.9,Great taste!,01-01-2025 21.20,0.95
ORD202501024197,CUST007148,REST07804,4.9,Loved it!,01-01-2025 21.21,0.95
ORD202501021102,CUST171365,REST11524,5,Fresh and delicious,01-01-2025 21.21,1
ORD202501005347,CUST137664,REST18967,4.4,Tasty but a bit late,01-01-2025 22.22,0.7
ORD202501023387,CUST138596,REST05551,5,Loved it!,01-01-2025 21.25,1
ORD202501023504,CUST031946,REST11368,4.7,Excellent service,01-01-2025 22.25,0.85
ORD202501013499,CUST000615,REST05829,5,Loved it!,01-01-2025 22.26,1
ORD202501013237,CUST103260,REST12274,4.8,Excellent service,01-01-2025 22.26,0.9
ORD202501023453,CUST014879,REST00854,4.5,Loved it!,01-01-2025 22.28,0.75
ORD202501012501,CUST056208,REST04706,4.3,Could be hotter,01-01-2025 21.29,0.65
ORD202501000070,CUST147611,REST14354,4.2,Good but can improve,01-01-2025 21.29,0.6
ORD202501001871,CUST076529,REST17083,4.3,Good but can improve,01-01-2025 21.30,0.65
ORD202501008348,CUST090135,REST08077,4,Tasty but a bit late,01-01-2025 22.30,0.5
ORD202501020974,CUST058033,REST17114,4.9,Excellent service,01-01-2025 21.32,0.95
ORD202501003534,CUST196500,REST03263,4.8,Fresh and delicious,01-01-2025 21.34,0.9
ORD202501012532,CUST082865,REST17683,5,Loved it!,01-01-2025 22.36,1
ORD202501006886,CUST137525,REST19941,4.3,Could be hotter,01-01-2025 21.37,0.65
ORD202501010780,CUST190264,REST10539,5,Great taste!,01-01-2025 22.38,1
ORD202501001886,CUST174690,REST19903,4.5,Excellent service,01-01-2025 22.38,0.75
ORD202501013750,CUST190844,REST04244,4.7,Fresh and delicious,01-01-2025 22.40,0.85
ORD202501008750,CUST146124,REST08796,4.2,Tasty but a bit late,01-01-2025 21.42,0.6
ORD202501001053,CUST117549,REST07452,5,Super fast delivery,01-01-2025 21.43,1
ORD202501006533,CUST153368,REST07384,4.9,Fresh and delicious,01-01-2025 21.43,0.95
ORD202501022375,CUST140032,REST00665,4.9,Super fast delivery,01-01-2025 22.43,0.95
ORD202501019879,CUST146977,REST05636,4.6,Excellent service,01-01-2025 21.48,0.8
ORD202501010967,CUST015100,REST09870,5,Super fast delivery,01-01-2025 22.48,1
ORD202501000444,CUST197961,REST02414,4.5,Great taste!,01-01-2025 21.51,0.75
ORD202501010126,CUST116415,REST02094,4.4,Good but can improve,01-01-2025 22.51,0.7
ORD202501013804,CUST050381,REST10856,5,Loved it!,01-01-2025 22.53,1
ORD202501021381,CUST169323,REST14036,4,Satisfied overall,01-01-2025 22.54,0.5
ORD202501021945,CUST035922,REST12912,4.5,Excellent service,01-01-2025 22.55,0.75
ORD202501007217,CUST053556,REST12033,5,Super fast delivery,01-01-2025 21.56,1
ORD202501004771,CUST119715,REST18771,4.4,Satisfied overall,01-01-2025 22.57,0.7
ORD202501003613,CUST193523,REST08030,4.8,Super fast delivery,01-01-2025 21.57,0.9
ORD202501007499,CUST062243,REST07381,4.7,Excellent service,01-01-2025 22.57,0.85
ORD202501018661,CUST050904,REST11479,4.6,Loved it!,01-01-2025 22.58,0.8
ORD202501016043,CUST048997,REST08371,4.8,Excellent service,01-01-2025 21.58,0.9
ORD202501011095,CUST012863,REST15095,4.5,Loved it!,01-01-2025 22.58,0.75
ORD202501012199,CUST129757,REST16986,4,Okay experience,01-01-2025 21.58,0.5
ORD202501014704,CUST089286,REST07556,4.6,Fresh and delicious,01-01-2025 22.58,0.8
ORD202501017084,CUST163034,REST01299,4.6,Fresh and delicious,01-01-2025 22.59,0.8
ORD202501006236,CUST095730,REST01276,4.8,Great taste!,01-01-2025 21.59,0.9
ORD202501006504,CUST125205,REST05830,4.6,Excellent service,01-01-2025 22.00,0.8
ORD202501015214,CUST077204,REST19265,4.9,Loved it!,01-01-2025 22.00,0.95
ORD202501014623,CUST112202,REST11246,4.3,Tasty but a bit late,01-01-2025 23.01,0.65
ORD202501020540,CUST034884,REST18331,4.3,Good but can improve,01-01-2025 23.01,0.65
ORD202501014888,CUST030993,REST14710,4.4,Tasty but a bit late,01-01-2025 23.03,0.7
ORD202501018510,CUST074242,REST07917,4.4,Tasty but a bit late,01-01-2025 22.04,0.7
ORD202501003408,CUST184316,REST15092,4.9,Loved it!,01-01-2025 23.04,0.95
ORD202501006940,CUST158597,REST14650,4.7,Loved it!,01-01-2025 22.05,0.85
ORD202501015732,CUST042946,REST02991,4.7,Loved it!,01-01-2025 23.05,0.85
ORD202501022786,CUST154533,REST04911,4.7,Super fast delivery,01-01-2025 22.06,0.85
ORD202501019535,CUST142833,REST06154,4.6,Loved it!,01-01-2025 23.07,0.8
ORD202501006634,CUST139235,REST05080,4.7,Fresh and delicious,01-01-2025 22.07,0.85
ORD202501004558,CUST153930,REST14693,4.6,Super fast delivery,01-01-2025 23.07,0.8
ORD202501018058,CUST196845,REST11597,4.1,Tasty but a bit late,01-01-2025 22.07,0.55
ORD202501010887,CUST145815,REST02651,4.7,Fresh and delicious,01-01-2025 23.09,0.85
ORD202501007138,CUST189300,REST15892,4.2,Could be hotter,01-01-2025 22.09,0.6
ORD202501022831,CUST057627,REST19748,4.3,Could be hotter,01-01-2025 22.09,0.65
ORD202501019702,CUST175346,REST03152,4,Good but can improve,01-01-2025 22.12,0.5
ORD202501021422,CUST062303,REST09976,4.9,Fresh and delicious,01-01-2025 23.16,0.95
ORD202501018053,CUST070310,REST05320,4.9,Excellent service,01-01-2025 23.16,0.95
ORD202501015111,CUST196649,REST08627,5,Super fast delivery,01-01-2025 23.16,1
ORD202501014774,CUST030234,REST15469,4.2,Satisfied overall,01-01-2025 23.16,0.6
ORD202501004914,CUST189486,REST02143,4.6,Fresh and delicious,01-01-2025 23.17,0.8
ORD202501005819,CUST179257,REST14183,4.5,Loved it!,01-01-2025 23.19,0.75
ORD202501006561,CUST160817,REST19515,5,Super fast delivery,01-01-2025 22.21,1
ORD202501008356,CUST048548,REST01562,4.6,Great taste!,01-01-2025 22.21,0.8
ORD202501024578,CUST099296,REST15162,4.9,Excellent service,01-01-2025 23.22,0.95
ORD202501020086,CUST022539,REST12213,4.7,Super fast delivery,01-01-2025 23.22,0.85
ORD202501017897,CUST134055,REST18334,4.6,Excellent service,01-01-2025 23.25,0.8
ORD202501009642,CUST020429,REST17371,5,Loved it!,01-01-2025 23.26,1
ORD202501012049,CUST018456,REST08750,4.3,Good but can improve,01-01-2025 22.28,0.65
ORD202501019658,CUST042637,REST03472,4.4,Okay experience,01-01-2025 22.29,0.7
ORD202501014374,CUST164999,REST17881,5,Fresh and delicious,01-01-2025 23.29,1
ORD202501009524,CUST135293,REST09401,4.7,Loved it!,01-01-2025 22.30,0.85
ORD202501001239,CUST198551,REST17402,4.5,Fresh and delicious,01-01-2025 23.31,0.75
ORD202501016769,CUST053994,REST09336,4.6,Super fast delivery,01-01-2025 23.35,0.8
ORD202501010382,CUST069342,REST14430,4.8,Great taste!,01-01-2025 23.36,0.9
ORD202501014738,CUST101285,REST10414,4.9,Super fast delivery,01-01-2025 22.37,0.95
ORD202501024200,CUST115012,REST10555,4.9,Great taste!,01-01-2025 22.37,0.95
ORD202501023177,CUST074404,REST00499,4.8,Loved it!,01-01-2025 22.40,0.9
ORD202501013662,CUST023235,REST15662,4.7,Excellent service,01-01-2025 23.41,0.85
ORD202501017003,CUST150341,REST08499,4.3,Tasty but a bit late,01-01-2025 23.42,0.65
ORD202501002256,CUST081923,REST08519,4.4,Satisfied overall,01-01-2025 22.42,0.7
ORD202501011574,CUST099594,REST05834,4.6,Excellent service,01-01-2025 23.45,0.8
ORD202501006501,CUST079183,REST07186,5,Loved it!,01-01-2025 22.47,1
ORD202501019091,CUST076803,REST15457,4.9,Excellent service,01-01-2025 22.47,0.95
ORD202501018595,CUST054238,REST04404,4.9,Great taste!,01-01-2025 23.48,0.95
ORD202501018487,CUST041887,REST02895,3.9,Satisfied overall,01-01-2025 22.48,0.45
ORD202501008958,CUST003119,REST01059,4.1,Satisfied overall,01-01-2025 23.49,0.55
ORD202501023325,CUST082048,REST17473,4.2,Good but can improve,01-01-2025 23.50,0.6
ORD202501015749,CUST057625,REST05368,4.5,Loved it!,01-01-2025 23.50,0.75
ORD202501002308,CUST086564,REST12599,4.9,Super fast delivery,01-01-2025 23.50,0.95
ORD202501000785,CUST143185,REST13856,4,Good but can improve,01-01-2025 23.51,0.5
ORD202501020532,CUST069569,REST18862,4.8,Great taste!,01-01-2025 23.51,0.9
ORD202501015409,CUST022348,REST10665,4.3,Okay experience,01-01-2025 23.52,0.65
ORD202501008063,CUST161355,REST00590,4.8,Great taste!,01-01-2025 22.54,0.9
ORD202501002547,CUST070425,REST06346,4.7,Excellent service,01-01-2025 22.57,0.85
ORD202501019047,CUST123845,REST00178,4.7,Excellent service,01-01-2025 22.59,0.85
ORD202501007800,CUST138026,REST03109,4.5,Excellent service,01-01-2025 22.59,0.75
ORD202501007851,CUST136160,REST01187,4.8,Excellent service,01-01-2025 23.00,0.9
ORD202501007067,CUST107164,REST02974,4.3,Could be hotter,01-02-2025 0.07,0.65
ORD202501016969,CUST157031,REST06476,4.1,Good but can improve,01-02-2025 0.09,0.55
ORD202501003751,CUST003036,REST04353,4,Good but can improve,01-02-2025 0.11,0.5
ORD202501009604,CUST196756,REST11909,4.3,Could be hotter,01-01-2025 23.12,0.65
ORD202501015772,CUST036211,REST06863,4.1,Okay experience,01-01-2025 23.12,0.55
ORD202501014736,CUST192531,REST04124,4.5,Super fast delivery,01-01-2025 23.12,0.75
ORD202501004372,CUST044517,REST10753,4.2,Tasty but a bit late,01-01-2025 23.13,0.6
ORD202501009109,CUST182273,REST04639,5,Fresh and delicious,01-02-2025 0.14,1
ORD202501021859,CUST043914,REST12855,4.2,Could be hotter,01-01-2025 23.14,0.6
ORD202501024673,CUST115320,REST09618,4,Satisfied overall,01-01-2025 23.14,0.5
ORD202501023110,CUST035900,REST18372,4.3,Okay experience,01-01-2025 23.15,0.65
ORD202501018069,CUST017297,REST04913,4.3,Could be hotter,01-01-2025 23.15,0.65
ORD202501008127,CUST075477,REST03861,4.7,Loved it!,01-02-2025 0.16,0.85
ORD202501007973,CUST122263,REST15403,4.7,Loved it!,01-02-2025 0.17,0.85
ORD202501005776,CUST073360,REST10687,5,Great taste!,01-01-2025 23.17,1
ORD202501009735,CUST005692,REST13790,5,Excellent service,01-02-2025 0.18,1
ORD202501024771,CUST080908,REST12202,4.7,Great taste!,01-01-2025 23.20,0.85
ORD202501013316,CUST039278,REST10679,4.5,Great taste!,01-02-2025 0.21,0.75
ORD202501010875,CUST196962,REST01840,4.6,Loved it!,01-02-2025 0.22,0.8
ORD202501013220,CUST039824,REST12720,4.2,Okay experience,01-01-2025 23.23,0.6
ORD202501009165,CUST176721,REST18241,4.3,Tasty but a bit late,01-01-2025 23.23,0.65
ORD202501001845,CUST091502,REST02122,4.9,Super fast delivery,01-01-2025 23.24,0.95
ORD202501013694,CUST105012,REST08737,4.1,Okay experience,01-01-2025 23.24,0.55
ORD202501022033,CUST046379,REST15203,4.6,Excellent service,01-02-2025 0.25,0.8
ORD202501008534,CUST123936,REST09905,4.9,Super fast delivery,01-02-2025 0.25,0.95
ORD202501023722,CUST121943,REST14685,4.7,Excellent service,01-01-2025 23.26,0.85
ORD202501018481,CUST045051,REST05072,4.2,Satisfied overall,01-02-2025 0.26,0.6
ORD202501007580,CUST085691,REST13790,4.4,Satisfied overall,01-02-2025 0.26,0.7
ORD202501015403,CUST160816,REST02565,4.9,Fresh and delicious,01-02-2025 0.28,0.95
ORD202501011689,CUST016751,REST02827,4.4,Could be hotter,01-02-2025 0.28,0.7
ORD202501001282,CUST007904,REST05864,4.7,Loved it!,01-02-2025 0.29,0.85
ORD202501004314,CUST120911,REST00712,4.6,Great taste!,01-02-2025 0.29,0.8
